cc,desciel,dirvienc,dirvieng,dloc,ndia,prec,probprec,tmax,tmin,velvien,idmun,ides
86.44,Poco nuboso  ,Sur     ,180,2024/11/29,Viernes        ,0,0,18.6,7.9,6.2,172,21
55.38,Despejado    ,Sur     ,180,2024/11/26,Martes         ,0,0,19.9,8.9,7.4,174,21
60.36,Despejado    ,Sur     ,180,2024/11/27,Miercoles      ,0,0,24.1,10.9,9.3,174,21
67.14,Despejado    ,Sur     ,180,2024/11/28,Jueves         ,0,0,26.2,10.5,5.6,174,21
84.17,Medio nublado,Sur     ,180,2024/11/29,Viernes        ,0.1,0,18,10.7,5.8,174,21
69.25,Despejado    ,Noroeste,315,2024/11/26,Martes         ,0,0,23,8.4,9.3,175,21
89.09,Despejado    ,Noroeste,315,2024/11/27,Miercoles      ,0,0,23.6,9.2,7.6,175,21
87.48,Despejado    ,Norte   ,0,2024/11/28,Jueves         ,0,0,24.9,10.6,8.5,175,21
55.54,Despejado    ,Noroeste,315,2024/11/29,Viernes        ,0,0,23,10.4,8.4,175,21
68.74,Despejado    ,Noreste ,45,2024/11/26,Martes         ,0,0,29.3,11.7,6.6,176,21
80.73,Despejado    ,Norte   ,0,2024/11/27,Miercoles      ,0,0,28.3,11.6,5.3,176,21
81.17,Despejado    ,Norte   ,0,2024/11/28,Jueves         ,0,0,29.2,12.5,5.5,176,21
59.41,Despejado    ,Noreste ,45,2024/11/29,Viernes        ,0,0,30.2,13.5,6.2,176,21
72.03,Despejado    ,Este    ,90,2024/11/26,Martes         ,0,0,22.1,8.3,11.7,177,21
81.51,Despejado    ,Noroeste,315,2024/11/27,Miercoles      ,0,0,25.7,8.1,5,177,21
82.33,Despejado    ,Noreste ,45,2024/11/28,Jueves         ,0,0,26.5,10.2,6.2,177,21
66.17,Despejado    ,Este    ,90,2024/11/29,Viernes        ,0,0,22.9,9.5,11.8,177,21
62.16,Despejado    ,Suroeste,225,2024/11/26,Martes         ,0,0,22.6,11.4,8.3,178,21
50.84,Despejado    ,Suroeste,225,2024/11/27,Miercoles      ,0,0,24.9,11.5,9.5,178,21
63.69,Despejado    ,Suroeste,225,2024/11/28,Jueves         ,0,0,27.9,13.7,7.2,178,21
85.87,Medio nublado,Noreste ,45,2024/11/29,Viernes        ,0.1,0,19.3,11.3,5,178,21
68.97,Despejado    ,Noreste ,45,2024/11/26,Martes         ,0,0,19.5,5.6,5.3,179,21
81.05,Despejado    ,Noreste ,45,2024/11/27,Miercoles      ,0,0,22.9,6.5,2.5,179,21
78.34,Despejado    ,Noreste ,45,2024/11/28,Jueves         ,0,0,24,7.8,4.7,179,21
77.49,Despejado    ,Noreste ,45,2024/11/29,Viernes        ,0,0,19.5,6.9,4.3,179,21
65.04,Despejado    ,Noroeste,315,2024/11/26,Martes         ,0,0,21,5.4,5.4,180,21
83.84,Despejado    ,Noreste ,45,2024/11/27,Miercoles      ,0,0,22.9,7.1,3.7,180,21
73.83,Despejado    ,Noreste ,45,2024/11/28,Jueves         ,0,0,23.7,7.7,3.6,180,21
58.29,Despejado    ,Sur     ,180,2024/11/29,Viernes        ,0,0,21.4,7,4.1,180,21
60.99,Despejado    ,Suroeste,225,2024/11/26,Martes         ,0,0,22.1,10.7,8.4,183,21
55.25,Despejado    ,Suroeste,225,2024/11/27,Miercoles      ,0,0,24.7,11.4,9.8,183,21
50.1,Despejado    ,Suroeste,225,2024/11/28,Jueves         ,0,0,27.6,12.7,7.4,183,21
83.13,Medio nublado,Noreste ,45,2024/11/29,Viernes        ,0.1,0,19.2,11.1,5.5,183,21
58.76,Despejado    ,Suroeste,225,2024/11/26,Martes         ,0,0,22.8,11.6,8.2,184,21
55.67,Despejado    ,Suroeste,225,2024/11/27,Miercoles      ,0,0,24.9,12.1,9.3,184,21
49.97,Despejado    ,Suroeste,225,2024/11/28,Jueves         ,0,0,27.6,13.7,7.3,184,21
81.17,Medio nublado,Noreste ,45,2024/11/29,Viernes        ,0.1,0,19.6,11.9,5.2,184,21
68.96,Despejado    ,Norte   ,0,2024/11/26,Martes         ,0,0,28.2,11.4,8.1,185,21
80.42,Despejado    ,Norte   ,0,2024/11/27,Miercoles      ,0,0,27.2,11.4,7.1,185,21
86.29,Despejado    ,Norte   ,0,2024/11/28,Jueves         ,0,0,28.1,12.5,7.3,185,21
59.91,Despejado    ,Norte   ,0,2024/11/29,Viernes        ,0,0,28.8,13.3,7.7,185,21
57.97,Despejado    ,Sur     ,180,2024/11/26,Martes         ,0,0,20,8.7,7.6,186,21
61.1,Despejado    ,Sur     ,180,2024/11/27,Miercoles      ,0,0,24.3,10.6,8.5,186,21
67.96,Despejado    ,Sur     ,180,2024/11/28,Jueves         ,0,0,26,10.4,5.2,186,21
82.07,Medio nublado,Noreste ,45,2024/11/29,Viernes        ,0.1,0,18.2,10.6,5.6,186,21
70.9,Despejado    ,Norte   ,0,2024/11/26,Martes         ,0,0,24.3,9.3,7.9,188,21
85.98,Despejado    ,Norte   ,0,2024/11/27,Miercoles      ,0,0,24.3,9.9,7,188,21
89.96,Despejado    ,Norte   ,0,2024/11/28,Jueves         ,0,0,25.4,11.1,7.6,188,21
60.37,Despejado    ,Norte   ,0,2024/11/29,Viernes        ,0,0,24.5,11.3,7.7,188,21
77.97,Despejado    ,Noreste ,45,2024/11/26,Martes         ,0,0,23.9,8.9,9.8,189,21
80.57,Despejado    ,Suroeste,225,2024/11/27,Miercoles      ,0,0,25.6,8.7,5.3,189,21
87.48,Despejado    ,Noreste ,45,2024/11/28,Jueves         ,0,0,26.1,10.1,6.3,189,21
58.08,Despejado    ,Noreste ,45,2024/11/29,Viernes        ,0,0,24.4,10.2,10,189,21
87.34,Medio nublado,Sureste ,135,2024/11/26,Martes         ,1.2,0,25.7,14.7,3.7,96,7
92.05,Despejado    ,Sur     ,180,2024/11/27,Miercoles      ,0,0,27.6,14.6,5.2,96,7
76.28,Despejado    ,Sur     ,180,2024/11/28,Jueves         ,0,0,29.9,15.3,4.8,96,7
33.27,Despejado    ,Sur     ,180,2024/11/29,Viernes        ,1.5,0,27.1,14.2,4.2,96,7
75.65,Despejado    ,Este    ,90,2024/11/26,Martes         ,0,0,25.6,9.5,14.5,190,21
84.78,Despejado    ,Este    ,90,2024/11/27,Miercoles      ,0,0,27.5,9.4,4.5,190,21
85.25,Despejado    ,Este    ,90,2024/11/28,Jueves         ,0,0,27.8,11.2,6.4,190,21
56.71,Despejado    ,Este    ,90,2024/11/29,Viernes        ,0,0,27.1,11,13.7,190,21
73.05,Despejado    ,Noreste ,45,2024/11/26,Martes         ,0,0,30,12.5,5.3,191,21
81.2,Despejado    ,Sur     ,180,2024/11/27,Miercoles      ,0,0,28.9,11.8,4,191,21
79.45,Despejado    ,Sur     ,180,2024/11/28,Jueves         ,0,0,30.1,13,3.5,191,21
66.19,Despejado    ,Sureste ,135,2024/11/29,Viernes        ,0,0,30.8,14.2,3.6,191,21
56.05,Despejado    ,Sur     ,180,2024/11/26,Martes         ,0,0,24.3,13.5,7.4,192,21
54.36,Despejado    ,Sur     ,180,2024/11/27,Miercoles      ,0,0,25.3,13.8,7.6,192,21
63.94,Despejado    ,Suroeste,225,2024/11/28,Jueves         ,0,0,28,15.8,6.5,192,21
82.1,Cielo nublado,Norte   ,0,2024/11/29,Viernes        ,0.1,0,19.9,13.6,4.5,192,21
85.93,Despejado    ,Noreste ,45,2024/11/26,Martes         ,0,0,25.6,9.8,9.7,193,21
80.01,Despejado    ,Norte   ,0,2024/11/27,Miercoles      ,0,0,25.2,10.1,6.1,193,21
89.6,Despejado    ,Norte   ,0,2024/11/28,Jueves         ,0,0,26,11,6.8,193,21
58.48,Despejado    ,Noreste ,45,2024/11/29,Viernes        ,0,0,25.7,11.6,10,193,21
50.34,Despejado    ,Suroeste,225,2024/11/26,Martes         ,0,0,27.7,16.3,5.5,194,21
54.73,Despejado    ,Este    ,90,2024/11/27,Miercoles      ,0,0,27.6,16,5.1,194,21
71.92,Despejado    ,Oeste   ,270,2024/11/28,Jueves         ,0,0,29.1,16.1,5.5,194,21
85.44,Cielo nublado,Noroeste,315,2024/11/29,Viernes        ,0.1,0,21.5,16.2,7.4,194,21
67.93,Despejado    ,Noreste ,45,2024/11/26,Martes         ,0,0,20.1,7.1,7,195,21
86.87,Despejado    ,Noroeste,315,2024/11/27,Miercoles      ,0,0,24,7.3,4.9,195,21
86.67,Despejado    ,Noreste ,45,2024/11/28,Jueves         ,0,0,26.9,9.6,6.5,195,21
71.02,Despejado    ,Noreste ,45,2024/11/29,Viernes        ,0,0,21.2,8.1,6.3,195,21
80.59,Despejado    ,Este    ,90,2024/11/26,Martes         ,0,0,27.4,10.3,13.3,196,21
82.4,Despejado    ,Suroeste,225,2024/11/27,Miercoles      ,0,0,27.8,10,4.9,196,21
87.35,Despejado    ,Noreste ,45,2024/11/28,Jueves         ,0,0,28.4,11.7,5.8,196,21
53.09,Despejado    ,Este    ,90,2024/11/29,Viernes        ,0,0,28.9,11.8,11.9,196,21
62.32,Despejado    ,Suroeste,225,2024/11/26,Martes         ,0,0,23.4,12.2,8,197,21
53.68,Despejado    ,Suroeste,225,2024/11/27,Miercoles      ,0,0,25.1,12.1,9.2,197,21
57.95,Despejado    ,Suroeste,225,2024/11/28,Jueves         ,0,0,28.2,14.7,7.5,197,21
83.19,Cielo nublado,Noreste ,45,2024/11/29,Viernes        ,0.1,0,20,11.8,4.8,197,21
66.3,Despejado    ,Este    ,90,2024/11/26,Martes         ,0,0,30.2,12.6,4.5,198,21
79.51,Despejado    ,Sur     ,180,2024/11/27,Miercoles      ,0,0,29.2,11.8,3.5,198,21
78.8,Despejado    ,Sur     ,180,2024/11/28,Jueves         ,0,0,30.5,12.8,3,198,21
68.28,Despejado    ,Sureste ,135,2024/11/29,Viernes        ,0,0,31.1,14,3.5,198,21
52.49,Despejado    ,Sur     ,180,2024/11/26,Martes         ,0,0,19.5,8.5,7.5,199,21
68.25,Despejado    ,Sur     ,180,2024/11/27,Miercoles      ,0,0,23.9,10.7,9.9,199,21
70.34,Despejado    ,Suroeste,225,2024/11/28,Jueves         ,0,0,26.2,10.1,5.9,199,21
83.46,Medio nublado,Sur     ,180,2024/11/29,Viernes        ,0.1,0,17.8,10.5,6.1,199,21
86.06,Despejado    ,Noreste ,45,2024/11/26,Martes         ,0,0,31.5,19.3,13.5,97,7
82.66,Despejado    ,Noreste ,45,2024/11/27,Miercoles      ,0,0,32.4,20.1,6,97,7
76,Despejado    ,Noreste ,45,2024/11/28,Jueves         ,0,0,29.4,19.6,6.7,97,7
56.94,Despejado    ,Noreste ,45,2024/11/29,Viernes        ,0,0,31.5,19.5,10.5,97,7
57.01,Despejado    ,Sur     ,180,2024/11/26,Martes         ,0,0,19.4,7.4,7.7,200,21
62.79,Despejado    ,Sur     ,180,2024/11/27,Miercoles      ,0,0,24.3,9.5,9.1,200,21
65.76,Despejado    ,Norte   ,0,2024/11/28,Jueves         ,0,0,26,8.8,5.5,200,21
85.13,Medio nublado,Sur     ,180,2024/11/29,Viernes        ,0.1,0,18.3,9.3,5.9,200,21
56.41,Despejado    ,Sur     ,180,2024/11/26,Martes         ,0,0,22.5,11.1,8.4,202,21
58.19,Despejado    ,Sur     ,180,2024/11/27,Miercoles      ,0,0,24.6,12,9.3,202,21
58.62,Despejado    ,Suroeste,225,2024/11/28,Jueves         ,0,0,27.9,13.4,7.2,202,21
83.04,Medio nublado,Noreste ,45,2024/11/29,Viernes        ,0.1,0,19.2,11.9,5,202,21
77.01,Despejado    ,Este    ,90,2024/11/26,Martes         ,0,0,23.6,9,11.3,203,21
80.56,Despejado    ,Suroeste,225,2024/11/27,Miercoles      ,0,0,26.1,8.7,5.1,203,21
85.89,Despejado    ,Noreste ,45,2024/11/28,Jueves         ,0,0,26.3,10,6.6,203,21
59.6,Despejado    ,Este    ,90,2024/11/29,Viernes        ,0,0,24.3,10.1,11.7,203,21
72.72,Despejado    ,Este    ,90,2024/11/26,Martes         ,0,0,22.3,8.2,10.3,205,21
79.42,Despejado    ,Noreste ,45,2024/11/27,Miercoles      ,0,0,25.5,8,4.8,205,21
85.84,Despejado    ,Noreste ,45,2024/11/28,Jueves         ,0,0,26.2,9.9,6.2,205,21
62.52,Despejado    ,Este    ,90,2024/11/29,Viernes        ,0,0,23.1,9.5,10.8,205,21
87.19,Despejado    ,Este    ,90,2024/11/26,Martes         ,0,0,27.3,11.5,10.2,206,21
80.95,Despejado    ,Suroeste,225,2024/11/27,Miercoles      ,0,0,26.6,11.1,4.5,206,21
86.11,Despejado    ,Noreste ,45,2024/11/28,Jueves         ,0,0,27.1,11.8,5.5,206,21
56.43,Despejado    ,Noreste ,45,2024/11/29,Viernes        ,0,0,27.7,12.6,10.4,206,21
57.7,Despejado    ,Sur     ,180,2024/11/26,Martes         ,0,0,20.5,8.9,7.8,207,21
61.13,Despejado    ,Sur     ,180,2024/11/27,Miercoles      ,0,0,24.4,10.6,8.9,207,21
66.32,Despejado    ,Norte   ,0,2024/11/28,Jueves         ,0,0,26.5,10.8,5.7,207,21
83,Medio nublado,Noreste ,45,2024/11/29,Viernes        ,0.1,0,18.5,10.7,5.5,207,21
57.14,Despejado    ,Suroeste,225,2024/11/26,Martes         ,0,0,19.3,7,8.4,208,21
59.24,Despejado    ,Suroeste,225,2024/11/27,Miercoles      ,0,0,24,9.1,10.4,208,21
47.57,Despejado    ,Suroeste,225,2024/11/28,Jueves         ,0,0,26,8,6.5,208,21
85.2,Poco nuboso  ,Noreste ,45,2024/11/29,Viernes        ,0,0,18.2,8.3,6.7,208,21
65.6,Despejado    ,Este    ,90,2024/11/26,Martes         ,0,0,21.4,7.1,9.7,209,21
82.89,Despejado    ,Este    ,90,2024/11/27,Miercoles      ,0,0,25.1,7,5.7,209,21
70.26,Despejado    ,Oeste   ,270,2024/11/28,Jueves         ,0,0,28,10.7,5.4,209,21
69.65,Despejado    ,Este    ,90,2024/11/29,Viernes        ,0,0,22.4,8.6,9.9,209,21
66.41,Despejado    ,Norte   ,0,2024/11/26,Martes         ,0.1,0,25.4,12.8,4.6,98,7
89.65,Despejado    ,Noreste ,45,2024/11/27,Miercoles      ,0,0,25.6,13.5,4.4,98,7
86.05,Despejado    ,Noreste ,45,2024/11/28,Jueves         ,0,0,26.8,14.8,4.8,98,7
45.48,Despejado    ,Noreste ,45,2024/11/29,Viernes        ,0,0,26.9,13,5.6,98,7
56.49,Despejado    ,Sur     ,180,2024/11/26,Martes         ,0,0,22.9,11,9.1,210,21
54.72,Despejado    ,Suroeste,225,2024/11/27,Miercoles      ,0,0,24.8,11.6,10.2,210,21
53.9,Despejado    ,Suroeste,225,2024/11/28,Jueves         ,0,0,28.4,13.6,8.1,210,21
80.97,Medio nublado,Noreste ,45,2024/11/29,Viernes        ,0.1,0,19.5,11.7,5.2,210,21
56.51,Despejado    ,Sur     ,180,2024/11/26,Martes         ,0,0,18.1,5.6,6.8,212,21
67.88,Despejado    ,Sur     ,180,2024/11/27,Miercoles      ,0,0,24,8.2,8,212,21
66.31,Despejado    ,Norte   ,0,2024/11/28,Jueves         ,0,0,25,6.6,5.7,212,21
82.3,Poco nuboso  ,Noreste ,45,2024/11/29,Viernes        ,0,0,18.7,6.6,6.1,212,21
57.71,Despejado    ,Suroeste,225,2024/11/26,Martes         ,0,0,24,13.1,7.7,213,21
56.54,Despejado    ,Suroeste,225,2024/11/27,Miercoles      ,0,0,25.3,13,8.4,213,21
58.11,Despejado    ,Suroeste,225,2024/11/28,Jueves         ,0,0,28,15.5,7.2,213,21
80.78,Cielo nublado,Suroeste,225,2024/11/29,Viernes        ,0.1,0,20.4,12.7,4.7,213,21
62.5,Despejado    ,Este    ,90,2024/11/26,Martes         ,0,0,23.1,7.5,6.9,214,21
87.75,Despejado    ,Norte   ,0,2024/11/27,Miercoles      ,0,0,25,7.3,4.1,214,21
81.34,Despejado    ,Noreste ,45,2024/11/28,Jueves         ,0,0,28.6,10.9,5.4,214,21
56.46,Despejado    ,Este    ,90,2024/11/29,Viernes        ,0,0,24.3,9.2,6.9,214,21
55.42,Despejado    ,Sur     ,180,2024/11/26,Martes         ,0,0,23.5,12.4,8.3,216,21
54.61,Despejado    ,Sur     ,180,2024/11/27,Miercoles      ,0,0,24.8,12.9,8.9,216,21
61.25,Despejado    ,Suroeste,225,2024/11/28,Jueves         ,0,0,28.2,14.7,7.3,216,21
81.7,Medio nublado,Noreste ,45,2024/11/29,Viernes        ,0.1,0,19.5,12.7,4.8,216,21
65.63,Despejado    ,Este    ,90,2024/11/26,Martes         ,0,0,20.4,7.6,5.9,217,21
87.49,Despejado    ,Oeste   ,270,2024/11/27,Miercoles      ,0,0,24.2,7.6,4.6,217,21
86.46,Despejado    ,Norte   ,0,2024/11/28,Jueves         ,0,0,27.3,9.9,4.9,217,21
68.91,Despejado    ,Este    ,90,2024/11/29,Viernes        ,0,0,21.8,9.3,5.5,217,21
53.37,Despejado    ,Noreste ,45,2024/11/26,Martes         ,0,0,22.6,6.8,11.5,1,22
73.63,Despejado    ,Noreste ,45,2024/11/27,Miercoles      ,0,0,25.3,7.9,7.4,1,22
85.45,Poco nuboso  ,Este    ,90,2024/11/28,Jueves         ,0,0,25.6,8.3,8.5,1,22
87.89,Despejado    ,Este    ,90,2024/11/29,Viernes        ,0,0,24.3,7.6,6.6,1,22
22.37,Poco nuboso  ,Noreste ,45,2024/11/26,Martes         ,0,0,23.6,10.3,5.8,2,22
28.67,Despejado    ,Suroeste,225,2024/11/27,Miercoles      ,0,0,28.2,10.8,6,2,22
58.38,Poco nuboso  ,Noreste ,45,2024/11/28,Jueves         ,0,0,30.5,11.4,6.2,2,22
86.34,Poco nuboso  ,Este    ,90,2024/11/29,Viernes        ,0.1,0,21.9,9.9,6.2,2,22
58.49,Poco nuboso  ,Noreste ,45,2024/11/26,Martes         ,0.2,0,25.2,13.2,9.2,99,7
86.45,Despejado    ,Noreste ,45,2024/11/27,Miercoles      ,0,0,26.3,14.2,6.6,99,7
86.04,Despejado    ,Norte   ,0,2024/11/28,Jueves         ,0,0,27.2,14.2,6.3,99,7
53.85,Despejado    ,Noreste ,45,2024/11/29,Viernes        ,0,0,26.8,12.5,7.9,99,7
28.26,Poco nuboso  ,Noreste ,45,2024/11/26,Martes         ,0,0,26.4,12.2,5.8,3,22
36.74,Despejado    ,Suroeste,225,2024/11/27,Miercoles      ,0,0,30.6,12,5.3,3,22
72.11,Poco nuboso  ,Este    ,90,2024/11/28,Jueves         ,0.2,0,34,14.8,6.4,3,22
88.9,Poco nuboso  ,Noreste ,45,2024/11/29,Viernes        ,0.2,0,22.4,10.1,6.5,3,22
36,Despejado    ,Noreste ,45,2024/11/26,Martes         ,0,0,23.8,8.9,7.7,4,22
35.61,Despejado    ,Suroeste,225,2024/11/27,Miercoles      ,0,0,27.4,8.7,5.1,4,22
58.43,Medio nublado,Noreste ,45,2024/11/28,Jueves         ,0,0,28.1,9.5,7.6,4,22
89.26,Despejado    ,Noreste ,45,2024/11/29,Viernes        ,0,0,23.7,8.9,7.8,4,22
29.97,Poco nuboso  ,Noreste ,45,2024/11/26,Martes         ,0,0,24.2,8.7,8.6,5,22
42.47,Despejado    ,Noreste ,45,2024/11/27,Miercoles      ,0,0,27.8,8.4,5.2,5,22
69.75,Medio nublado,Noreste ,45,2024/11/28,Jueves         ,0,0,28.3,9.5,7.9,5,22
86.99,Despejado    ,Noreste ,45,2024/11/29,Viernes        ,0,0,23.9,8.9,7.7,5,22
36.66,Poco nuboso  ,Este    ,90,2024/11/26,Martes         ,0,0,25.7,10.1,10.7,6,22
66.69,Despejado    ,Sureste ,135,2024/11/27,Miercoles      ,0,0,28.1,9.7,4.3,6,22
77.33,Medio nublado,Este    ,90,2024/11/28,Jueves         ,0,0,28.4,10.8,6.4,6,22
85.7,Despejado    ,Este    ,90,2024/11/29,Viernes        ,0,0,26.5,9.7,9,6,22
39.53,Despejado    ,Noreste ,45,2024/11/26,Martes         ,0,0,24.2,8.7,8.3,7,22
43.12,Despejado    ,Suroeste,225,2024/11/27,Miercoles      ,0,0,27.6,8.5,5.2,7,22
65.83,Medio nublado,Noreste ,45,2024/11/28,Jueves         ,0,0,28.3,9.4,7.5,7,22
87.55,Despejado    ,Noreste ,45,2024/11/29,Viernes        ,0,0,24.1,8.8,8.1,7,22
35.13,Despejado    ,Este    ,90,2024/11/26,Martes         ,0,0,23.6,8,12,8,22
68.57,Despejado    ,Noreste ,45,2024/11/27,Miercoles      ,0,0,26.4,8.7,6.1,8,22
77.28,Medio nublado,Este    ,90,2024/11/28,Jueves         ,0,0,26.8,8.8,8.2,8,22
81.27,Despejado    ,Este    ,90,2024/11/29,Viernes        ,0,0,25.3,8,7.9,8,22
29.81,Poco nuboso  ,Noreste ,45,2024/11/26,Martes         ,0,0,24.5,11.8,4.9,9,22
40.92,Despejado    ,Suroeste,225,2024/11/27,Miercoles      ,0,0,28.1,11.7,6.2,9,22
70.16,Poco nuboso  ,Noreste ,45,2024/11/28,Jueves         ,0.2,0,31.6,12.7,4.8,9,22
87.88,Poco nuboso  ,Este    ,90,2024/11/29,Viernes        ,0.2,0,21.8,10.4,5.4,9,22
33.69,Poco nuboso  ,Noreste ,45,2024/11/26,Martes         ,0,0,25.7,11,3.1,10,22
37.55,Despejado    ,Sur     ,180,2024/11/27,Miercoles      ,0,0,28.9,10.8,3,10,22
68.5,Poco nuboso  ,Este    ,90,2024/11/28,Jueves         ,0.1,0,32.3,13,3.7,10,22
86.13,Poco nuboso  ,Este    ,90,2024/11/29,Viernes        ,0.3,0,21.2,10.3,4.4,10,22
26.73,Poco nuboso  ,Este    ,90,2024/11/26,Martes         ,0,0,24.8,9.2,10.1,11,22
50.55,Despejado    ,Suroeste,225,2024/11/27,Miercoles      ,0,0,27.9,8.8,4.1,11,22
70.88,Medio nublado,Este    ,90,2024/11/28,Jueves         ,0,0,28.2,9.7,6.8,11,22
85.6,Despejado    ,Este    ,90,2024/11/29,Viernes        ,0,0,25.5,8.8,8.8,11,22
32.21,Poco nuboso  ,Este    ,90,2024/11/26,Martes         ,0,0,24.8,8.6,10.7,12,22
62.97,Despejado    ,Sur     ,180,2024/11/27,Miercoles      ,0,0,27.8,8.6,5.6,12,22
72.37,Medio nublado,Este    ,90,2024/11/28,Jueves         ,0,0,28.3,9.1,7.8,12,22
80.96,Despejado    ,Este    ,90,2024/11/29,Viernes        ,0,0,25.6,8.1,9.6,12,22
45.5,Medio nublado,Oeste   ,270,2024/11/26,Martes         ,0,0,26.8,18.2,6.9,2,3
4.19,Cielo nublado,Noreste ,45,2024/11/27,Miercoles      ,0,0,27.6,17.8,5.9,2,3
52.51,Cielo nublado,Noroeste,315,2024/11/28,Jueves         ,0,0,23.9,16.5,14,2,3
20.82,Cielo nublado,Noroeste,315,2024/11/29,Viernes        ,0,0,23.2,15.9,10.1,2,3
88.02,Medio nublado,Noreste ,45,2024/11/26,Martes         ,1.1,0,25.4,14.7,3.5,100,7
93.5,Despejado    ,Sur     ,180,2024/11/27,Miercoles      ,0,0,27.6,14.6,5.5,100,7
78.79,Despejado    ,Sur     ,180,2024/11/28,Jueves         ,0,0,29.9,15.4,5.1,100,7
33.89,Despejado    ,Norte   ,0,2024/11/29,Viernes        ,0,0,27.3,14.1,4.5,100,7
18.1,Poco nuboso  ,Noreste ,45,2024/11/26,Martes         ,0,0,23.6,9.2,6.4,13,22
26.64,Despejado    ,Suroeste,225,2024/11/27,Miercoles      ,0,0,28.3,9.9,5,13,22
63.96,Medio nublado,Noreste ,45,2024/11/28,Jueves         ,0,0,29.5,9.9,7.4,13,22
88.79,Poco nuboso  ,Este    ,90,2024/11/29,Viernes        ,0,0,22.8,9.7,6.4,13,22
32.2,Poco nuboso  ,Este    ,90,2024/11/26,Martes         ,0,0,25.2,9.6,10.1,14,22
54.67,Despejado    ,Este    ,90,2024/11/27,Miercoles      ,0,0,28,9.2,3.9,14,22
77.44,Medio nublado,Este    ,90,2024/11/28,Jueves         ,0,0,28.2,10.2,6.4,14,22
87.87,Despejado    ,Este    ,90,2024/11/29,Viernes        ,0,0,25.9,9.2,8.7,14,22
29.93,Poco nuboso  ,Noreste ,45,2024/11/26,Martes         ,0,0,23.7,9.6,6.2,15,22
30.83,Despejado    ,Suroeste,225,2024/11/27,Miercoles      ,0,0,28.3,10.2,5.9,15,22
56.95,Medio nublado,Noreste ,45,2024/11/28,Jueves         ,0,0,30.1,10.7,7.1,15,22
88.29,Poco nuboso  ,Noreste ,45,2024/11/29,Viernes        ,0,0,21.9,10,6.7,15,22
44.4,Despejado    ,Noreste ,45,2024/11/26,Martes         ,0,0,24,8,10.3,16,22
63.74,Despejado    ,Sur     ,180,2024/11/27,Miercoles      ,0,0,26.8,8.1,7.1,16,22
74.43,Poco nuboso  ,Este    ,90,2024/11/28,Jueves         ,0,0,27.5,8.8,7.5,16,22
87.68,Despejado    ,Este    ,90,2024/11/29,Viernes        ,0,0,24.8,8,7.9,16,22
39.11,Despejado    ,Noreste ,45,2024/11/26,Martes         ,0,0,24.7,8.5,9.4,17,22
52.7,Despejado    ,Sur     ,180,2024/11/27,Miercoles      ,0,0,27.8,8.4,5.8,17,22
68.24,Medio nublado,Este    ,90,2024/11/28,Jueves         ,0,0,28.6,9.3,8.1,17,22
85.83,Despejado    ,Este    ,90,2024/11/29,Viernes        ,0,0,24.8,8.5,9,17,22
22.62,Poco nuboso  ,Noreste ,45,2024/11/26,Martes         ,0,0,24,9.1,7,18,22
27.92,Despejado    ,Noreste ,45,2024/11/27,Miercoles      ,0,0,27.9,9.4,5,18,22
68.05,Medio nublado,Noreste ,45,2024/11/28,Jueves         ,0,0,28.7,9.7,7.3,18,22
89.22,Despejado    ,Noreste ,45,2024/11/29,Viernes        ,0,0,23.2,9.4,6.7,18,22
33.34,Despejado    ,Norte   ,0,2024/11/26,Martes         ,2.3,0,29.2,23,16.4,1,23
30.71,Despejado    ,Este    ,90,2024/11/27,Miercoles      ,1.8,0,28.9,24.4,14.4,1,23
24.4,Despejado    ,Este    ,90,2024/11/28,Jueves         ,1.8,0,29.4,24.3,11,1,23
19.82,Despejado    ,Norte   ,0,2024/11/29,Viernes        ,0,0,28.7,23.4,13.5,1,23
86.65,Despejado    ,Norte   ,0,2024/11/26,Martes         ,0.5,0,31.3,18,4.9,2,23
32.87,Poco nuboso  ,Este    ,90,2024/11/27,Miercoles      ,2.1,0,31.4,19.5,4.4,2,23
27.74,Despejado    ,Este    ,90,2024/11/28,Jueves         ,0.1,0,31.9,19,5.1,2,23
26.88,Despejado    ,Norte   ,0,2024/11/29,Viernes        ,0.1,0,31.6,18.5,4.6,2,23
56.04,Despejado    ,Noreste ,45,2024/11/26,Martes         ,2.4,90,28.5,25,17.2,3,23
31.83,Poco nuboso  ,Este    ,90,2024/11/27,Miercoles      ,1.6,0,28.5,25,17.6,3,23
30.6,Despejado    ,Este    ,90,2024/11/28,Jueves         ,0,0,28.9,24.3,11.8,3,23
7.28,Despejado    ,Noreste ,45,2024/11/29,Viernes        ,0,0,28.2,24.3,11.8,3,23
94.03,Despejado    ,Norte   ,0,2024/11/26,Martes         ,0.2,0,30.2,19.9,11.3,4,23
55.44,Despejado    ,Este    ,90,2024/11/27,Miercoles      ,3.8,0,29.6,20,9.2,4,23
25.05,Despejado    ,Este    ,90,2024/11/28,Jueves         ,0.1,0,29.9,22.6,9.1,4,23
37.87,Despejado    ,Noreste ,45,2024/11/29,Viernes        ,0.1,0,30.1,21.4,8,4,23
77.14,Poco nuboso  ,Noroeste,315,2024/11/26,Martes         ,0.2,0,25.5,15,8.4,101,7
84.94,Despejado    ,Noroeste,315,2024/11/27,Miercoles      ,0,0,27.1,14.8,3.6,101,7
